1.100000000000000e-05	6.197592e-01
1.102535761885690e-05	6.198235e-01
1.105077369306235e-05	6.198877e-01
1.107624835736984e-05	6.199519e-01
1.110178174684353e-05	6.200161e-01
1.112737399685888e-05	6.200804e-01
1.115302524310347e-05	6.201445e-01
1.117873562157765e-05	6.202087e-01
1.120450526859528e-05	6.202730e-01
1.123033432078448e-05	6.203372e-01
1.125622291508829e-05	6.204014e-01
1.128217118876548e-05	6.204656e-01
1.130817927939120e-05	6.205299e-01
1.133424732485777e-05	6.205941e-01
1.136037546337536e-05	6.206583e-01
1.138656383347277e-05	6.207225e-01
1.141281257399813e-05	6.207867e-01
1.143912182411964e-05	6.208510e-01
1.146549172332633e-05	6.209152e-01
1.149192241142879e-05	6.209794e-01
1.151841402855988e-05	6.210436e-01
1.154496671517553e-05	6.211079e-01
1.157158061205544e-05	6.211721e-01
1.159825586030383e-05	6.212363e-01
1.162499260135023e-05	6.213005e-01
1.165179097695016e-05	6.213647e-01
1.167865112918595e-05	6.214290e-01
1.170557320046746e-05	6.214932e-01
1.173255733353282e-05	6.215574e-01
1.175960367144922e-05	6.216216e-01
1.178671235761365e-05	6.216858e-01
1.181388353575367e-05	6.217501e-01
1.184111734992816e-05	6.218143e-01
1.186841394452809e-05	6.218785e-01
1.189577346427729e-05	6.219427e-01
1.192319605423321e-05	6.220070e-01
1.195068185978770e-05	6.220711e-01
1.197823102666774e-05	6.221354e-01
1.200584370093629e-05	6.221996e-01
1.203352002899300e-05	6.222638e-01
1.206126015757501e-05	6.223280e-01
1.208906423375770e-05	6.223922e-01
1.211693240495554e-05	6.224565e-01
1.214486481892277e-05	6.225207e-01
1.217286162375430e-05	6.225849e-01
1.220092296788638e-05	6.226491e-01
1.222904900009747e-05	6.227134e-01
1.225723986950900e-05	6.227776e-01
1.228549572558614e-05	6.228418e-01
1.231381671813863e-05	6.229060e-01
1.234220299732156e-05	6.229702e-01
1.237065471363615e-05	6.230345e-01
1.239917201793057e-05	6.230987e-01
1.242775506140074e-05	6.231629e-01
1.245640399559109e-05	6.232271e-01
1.248511897239542e-05	6.232914e-01
1.251390014405770e-05	6.233556e-01
1.254274766317281e-05	6.234198e-01
1.257166168268744e-05	6.234840e-01
1.260064235590084e-05	6.235482e-01
1.262968983646566e-05	6.236125e-01
1.265880427838874e-05	6.236767e-01
1.268798583603196e-05	6.237409e-01
1.271723466411304e-05	6.238051e-01
1.274655091770633e-05	6.238694e-01
1.277593475224372e-05	6.239336e-01
1.280538632351535e-05	6.239977e-01
1.283490578767053e-05	6.240620e-01
1.286449330121853e-05	6.241262e-01
1.289414902102938e-05	6.241904e-01
1.292387310433477e-05	6.242546e-01
1.295366570872882e-05	6.243189e-01
1.298352699216897e-05	6.243831e-01
1.301345711297675e-05	6.244473e-01
1.304345622983870e-05	6.245115e-01
1.307352450180714e-05	6.245757e-01
1.310366208830106e-05	6.246400e-01
1.313386914910694e-05	6.247042e-01
1.316414584437961e-05	6.247684e-01
1.319449233464310e-05	6.248326e-01
1.322490878079148e-05	6.248969e-01
1.325539534408970e-05	6.249611e-01
1.328595218617451e-05	6.250253e-01
1.331657946905524e-05	6.250895e-01
1.334727735511468e-05	6.251538e-01
1.337804600710998e-05	6.252180e-01
1.340888558817346e-05	6.252822e-01
1.343979626181352e-05	6.253464e-01
1.347077819191546e-05	6.254106e-01
1.350183154274241e-05	6.254749e-01
1.353295647893612e-05	6.255391e-01
1.356415316551792e-05	6.256033e-01
1.359542176788954e-05	6.256675e-01
1.362676245183398e-05	6.257318e-01
1.365817538351644e-05	6.257960e-01
1.368966072948516e-05	6.258602e-01
1.372121865667230e-05	6.259244e-01
1.375284933239484e-05	6.259886e-01
1.378455292435550e-05	6.260529e-01
1.381632960064354e-05	6.261171e-01
1.384817952973576e-05	6.261813e-01
1.388010288049729e-05	6.262455e-01
1.391209982218258e-05	6.263098e-01
1.394417052443622e-05	6.263739e-01
1.397631515729387e-05	6.264382e-01
1.400853389118319e-05	6.265024e-01
1.404082689692469e-05	6.265666e-01
1.407319434573268e-05	6.266308e-01
1.410563640921615e-05	6.266950e-01
1.413815325937968e-05	6.267593e-01
1.417074506862438e-05	6.268235e-01
1.420341200974878e-05	6.268877e-01
1.423615425594975e-05	6.269519e-01
1.426897198082342e-05	6.270162e-01
1.430186535836610e-05	6.270804e-01
1.433483456297520e-05	6.271446e-01
1.436787976945016e-05	6.272088e-01
1.440100115299338e-05	6.272731e-01
1.443419888921114e-05	6.273373e-01
1.446747315411452e-05	6.274015e-01
